positif,dirawat,sembuh,meninggal,positif_kumulatif,dirawat_kumulatif,sembuh_kumulatif,meninggal_kumulatif,lastUpdate,tanggal
30788,-12647,42003,1432,3804943,400129,3289718,115096,1628812800000,2021-08-13T00:00:00.000Z
28598,-4552,31880,1270,3833541,395577,3321598,116366,1628899200000,2021-08-14T00:00:00.000Z
20813,-10770,30361,1222,3854354,384807,3351959,117588,1628985600000,2021-08-15T00:00:00.000Z
17384,-13786,29925,1245,3871738,371021,3381884,118833,1629072000000,2021-08-16T00:00:00.000Z
20741,-12664,32225,1180,3892479,358357,3414109,120013,1629158400000,2021-08-17T00:00:00.000Z
15768,-15154,29794,1128,3908247,343203,3443903,121141,1629244800000,2021-08-18T00:00:00.000Z
22053,-8451,29012,1492,3930300,334752,3472915,122633,1629331200000,2021-08-19T00:00:00.000Z
20004,-7466,26122,1348,3950304,327286,3499037,123981,1629417600000,2021-08-20T00:00:00.000Z
16744,-7628,23011,1361,3967048,319658,3522048,125342,1629504000000,2021-08-21T00:00:00.000Z
12408,-12898,24276,1030,3979456,306760,3546324,126372,1629590400000,2021-08-22T00:00:00.000Z
9604,-15996,24758,842,3989060,290764,3571082,127214,1629676800000,2021-08-23T00:00:00.000Z
19106,-17014,35082,1038,4008166,273750,3606164,128252,1629763200000,2021-08-24T00:00:00.000Z
18671,-16073,33703,1041,4026837,257677,3639867,129293,1629849600000,2021-08-25T00:00:00.000Z
16899,-14089,30099,889,4043736,243588,3669966,130182,1629936000000,2021-08-26T00:00:00.000Z
12618,-7271,19290,599,4056354,236317,3689256,130781,1630022400000,2021-08-27T00:00:00.000Z
10050,-9135,18594,591,4066404,227182,3707850,131372,1630108800000,2021-08-28T00:00:00.000Z
7427,-9592,16468,551,4073831,217590,3724318,131923,1630195200000,2021-08-29T00:00:00.000Z
5436,-14530,19398,568,4079267,203060,3743716,132491,1630281600000,2021-08-30T00:00:00.000Z
10534,-6779,16781,532,4089801,196281,3760497,133023,1630368000000,2021-08-31T00:00:00.000Z
10337,-6710,16394,653,4100138,189571,3776891,133676,1630454400000,2021-09-01T00:00:00.000Z
8955,-12933,21208,680,4109093,176638,3798099,134356,1630540800000,2021-09-02T00:00:00.000Z
7797,-8321,15544,574,4116890,168317,3813643,134930,1630627200000,2021-09-03T00:00:00.000Z
6727,-7618,13806,539,4123617,160699,3827449,135469,1630713600000,2021-09-04T00:00:00.000Z
5403,-5180,10191,392,4129020,155519,3837640,135861,1630800000000,2021-09-05T00:00:00.000Z
4413,-9248,13049,612,4133433,146271,3850689,136473,1630886400000,2021-09-06T00:00:00.000Z
7201,-7641,14159,683,4140634,138630,3864848,137156,1630972800000,2021-09-07T00:00:00.000Z
6731,-5807,11912,626,4147365,132823,3876760,137782,1631059200000,2021-09-08T00:00:00.000Z
5990,-4994,10650,334,4153355,127829,3887410,138116,1631145600000,2021-09-09T00:00:00.000Z
5376,-9295,14356,315,4158731,118534,3901766,138431,1631232000000,2021-09-10T00:00:00.000Z
5001,-2855,7586,270,4163732,115679,3909352,138701,1631318400000,2021-09-11T00:00:00.000Z
3779,-5810,9401,188,4167511,109869,3918753,138889,1631404800000,2021-09-12T00:00:00.000Z
2577,-10173,12474,276,4170088,99696,3931227,139165,1631491200000,2021-09-13T00:00:00.000Z
4128,-7368,11246,250,4174216,92328,3942473,139415,1631577600000,2021-09-14T00:00:00.000Z
3948,-7365,11046,267,4178164,84963,3953519,139682,1631664000000,2021-09-15T00:00:00.000Z
3145,-11725,14633,237,4181309,73238,3968152,139919,1631750400000,2021-09-16T00:00:00.000Z
3835,-4296,7912,219,4185144,68942,3976064,140138,1631836800000,2021-09-17T00:00:00.000Z
3385,-3876,7076,185,4188529,65066,3983140,140323,1631923200000,2021-09-18T00:00:00.000Z
2234,-4097,6186,145,4190763,60969,3989326,140468,1632009600000,2021-09-19T00:00:00.000Z
1932,-5033,6799,166,4192695,55936,3996125,140634,1632096000000,2021-09-20T00:00:00.000Z
3263,-3489,6581,171,4195958,52447,4002706,140805,1632182400000,2021-09-21T00:00:00.000Z
2720,-2785,5356,149,4198678,49662,4008062,140954,1632268800000,2021-09-22T00:00:00.000Z
2881,-1665,4386,160,4201559,47997,4012448,141114,1632355200000,2021-09-23T00:00:00.000Z
2557,-2194,4607,144,4204116,45803,4017055,141258,1632441600000,2021-09-24T00:00:00.000Z
2137,-1732,3746,123,4206253,44071,4020801,141381,1632528000000,2021-09-25T00:00:00.000Z
1760,-1302,2976,86,4208013,42769,4023777,141467,1632614400000,2021-09-26T00:00:00.000Z
1390,-2499,3771,118,4209403,40270,4027548,141585,1632700800000,2021-09-27T00:00:00.000Z
2057,-1618,3551,124,4211460,38652,4031099,141709,1632787200000,2021-09-28T00:00:00.000Z
1954,-1240,3077,117,4213414,37412,4034176,141826,1632873600000,2021-09-29T00:00:00.000Z
1690,-1271,2848,113,4215104,36141,4037024,141939,1632960000000,2021-09-30T00:00:00.000Z
1624,-1274,2811,87,4216728,34867,4039835,142026,1633046400000,2021-10-01T00:00:00.000Z
1414,-1055,2380,89,4218142,33812,4042215,142115,1633132800000,2021-10-02T00:00:00.000Z
1142,-936,2020,58,4219284,32876,4044235,142173,1633219200000,2021-10-03T00:00:00.000Z
922,-1822,2656,88,4220206,31054,4046891,142261,1633305600000,2021-10-04T00:00:00.000Z
1404,-1231,2558,77,4221610,29823,4049449,142338,1633392000000,2021-10-05T00:00:00.000Z
1484,-1442,2851,75,4223094,28381,4052300,142413,1633478400000,2021-10-06T00:00:00.000Z
1393,-634,1946,81,4224487,27747,4054246,142494,1633564800000,2021-10-07T00:00:00.000Z
1384,-2196,3514,66,4225871,25551,4057760,142560,1633651200000,2021-10-08T00:00:00.000Z
1167,-392,1507,52,4227038,25159,4059267,142612,1633737600000,2021-10-09T00:00:00.000Z
894,-729,1584,39,4227932,24430,4060851,142651,1633824000000,2021-10-10T00:00:00.000Z
620,-1889,2444,65,4228552,22541,4063295,142716,1633910400000,2021-10-11T00:00:00.000Z
1261,-916,2130,47,4229813,21625,4065425,142763,1633996800000,2021-10-12T00:00:00.000Z
1233,-1074,2259,48,4231046,20551,4067684,142811,1634083200000,2021-10-13T00:00:00.000Z
1053,-699,1715,37,4232099,19852,4069399,142848,1634169600000,2021-10-14T00:00:00.000Z
915,-534,1408,41,4233014,19318,4070807,142889,1634256000000,2021-10-15T00:00:00.000Z
997,-572,1525,44,4234011,18746,4072332,142933,1634342400000,2021-10-16T00:00:00.000Z
747,-358,1086,19,4234758,18388,4073418,142952,1634428800000,2021-10-17T00:00:00.000Z
626,-1014,1593,47,4235384,17374,4075011,142999,1634515200000,2021-10-18T00:00:00.000Z
903,-677,1530,50,4236287,16697,4076541,143049,1634601600000,2021-10-19T00:00:00.000Z
914,-321,1207,28,4237201,16376,4077748,143077,1634688000000,2021-10-20T00:00:00.000Z
633,-782,1372,43,4237834,15594,4079120,143120,1634774400000,2021-10-21T00:00:00.000Z
760,-504,1231,33,4238594,15090,4080351,143153,1634860800000,2021-10-22T00:00:00.000Z
802,-287,1066,23,4239396,14803,4081417,143176,1634947200000,2021-10-23T00:00:00.000Z
623,-443,1037,29,4240019,14360,4082454,143205,1635033600000,2021-10-24T00:00:00.000Z
460,-806,1236,30,4240479,13554,4083690,143235,1635120000000,2021-10-25T00:00:00.000Z
611,-565,1141,35,4241090,12989,4084831,143270,1635206400000,2021-10-26T00:00:00.000Z
719,-254,944,29,4241809,12735,4085775,143299,1635292800000,2021-10-27T00:00:00.000Z
723,-295,984,34,4242532,12440,4086759,143333,1635379200000,2021-10-28T00:00:00.000Z
683,-26,681,28,4243215,12414,4087440,143361,1635465600000,2021-10-29T00:00:00.000Z
620,-105,698,27,4243835,12309,4088138,143388,1635552000000,2021-10-30T00:00:00.000Z
523,9,497,17,4244358,12318,4088635,143405,1635638400000,2021-10-31T00:00:00.000Z
403,-399,784,18,4244761,11919,4089419,143423,1635724800000,2021-11-01T00:00:00.000Z
612,-290,868,34,4245373,11629,4090287,143457,1635811200000,2021-11-02T00:00:00.000Z
801,-37,814,24,4246174,11592,4091101,143481,1635897600000,2021-11-03T00:00:00.000Z
628,-228,837,19,4246802,11364,4091938,143500,1635984000000,2021-11-04T00:00:00.000Z
518,-149,648,19,4247320,11215,4092586,143519,1636070400000,2021-11-05T00:00:00.000Z
401,-236,622,15,4247721,10979,4093208,143534,1636156800000,2021-11-06T00:00:00.000Z
444,-154,587,11,4248165,10825,4093795,143545,1636243200000,2021-11-07T00:00:00.000Z
244,-1051,1283,12,4248409,9774,4095078,143557,1636329600000,2021-11-08T00:00:00.000Z
434,-172,585,21,4248843,9602,4095663,143578,1636416000000,2021-11-09T00:00:00.000Z
480,-65,531,14,4249323,9537,4096194,143592,1636502400000,2021-11-10T00:00:00.000Z
435,-51,470,16,4249758,9486,4096664,143608,1636588800000,2021-11-11T00:00:00.000Z
399,-181,560,20,4250157,9305,4097224,143628,1636675200000,2021-11-12T00:00:00.000Z
359,-108,451,16,4250516,9197,4097675,143644,1636761600000,2021-11-13T00:00:00.000Z
339,-179,503,15,4250855,9018,4098178,143659,1636848000000,2021-11-14T00:00:00.000Z
221,-496,706,11,4251076,8522,4098884,143670,1636934400000,2021-11-15T00:00:00.000Z
347,-183,515,15,4251423,8339,4099399,143685,1637020800000,2021-11-16T00:00:00.000Z
522,51,458,13,4251945,8390,4099857,143698,1637107200000,2021-11-17T00:00:00.000Z
400,-75,464,11,4252345,8315,4100321,143709,1637193600000,2021-11-18T00:00:00.000Z
360,-161,516,5,4252705,8154,4100837,143714,1637280000000,2021-11-19T00:00:00.000Z
393,0,379,14,4253098,8154,4101216,143728,1637366400000,2021-11-20T00:00:00.000Z
314,-28,331,11,4253412,8126,4101547,143739,1637452800000,2021-11-21T00:00:00.000Z
186,-161,342,5,4253598,7965,4101889,143744,1637539200000,2021-11-22T00:00:00.000Z
394,-49,434,9,4253992,7916,4102323,143753,1637625600000,2021-11-23T00:00:00.000Z
451,61,377,13,4254443,7977,4102700,143766,1637712000000,2021-11-24T00:00:00.000Z
372,63,293,16,4254815,8040,4102993,143782,1637798400000,2021-11-25T00:00:00.000Z
453,53,386,14,4255268,8093,4103379,143796,1637884800000,2021-11-26T00:00:00.000Z
404,133,260,11,4255672,8226,4103639,143807,1637971200000,2021-11-27T00:00:00.000Z
264,-12,275,1,4255936,8214,4103914,143808,1638057600000,2021-11-28T00:00:00.000Z
176,-254,419,11,4256112,7960,4104333,143819,1638144000000,2021-11-29T00:00:00.000Z
